start,end,total_return,annual_return,annual_vol,sharpe,max_drawdown,trade_count,total_cost,win_rate,strategy_type
2020-05-06,2024-12-31,0.03789,0.008022347178162859,0.09718947607260821,0.08254337303114519,-0.021829800169043012,10,4960.0,0.5145631067961165,calendar_spread
2019-04-01,2026-04-30,1.060749,0.10752442506783422,0.11431118378089185,0.9406290925473549,-0.13312007538355475,96,33376.0,0.5178197064989518,single_contract
