start,end,total_return,annual_return,annual_vol,sharpe,max_drawdown,trade_count,total_cost,win_rate,dominant_state
2021-09-01,2024-02-29,0.072495,0.02845778627585993,0.11680957036198354,0.24362546825291387,-0.06825765719588794,10,3280.0,0.5730337078651685,产能缺口
2025-07-01,2026-04-30,0.092487,0.11252231522870804,0.16551924829185044,0.6798140783620766,-0.0649633292152002,10,5088.0,0.48514851485148514,供给压力
2019-10-08,2025-08-29,0.360345,0.053619256189523457,0.17487091963588053,0.30662191461662386,-0.10327122941228284,10,3040.0,0.5588235294117647,利润驱动供给
2020-10-09,2020-10-30,0.010323,0.19557359254637974,0.09330948985996021,2.095966796516608,-0.021781163979361362,2,592.0,0.5,基差估值
2020-03-02,2024-07-31,0.07261,0.016009034741270467,0.19147691297796857,0.08360817234980425,-0.08592664325028176,6,2080.0,0.5757575757575758,库存/冷库蛋
2019-04-01,2024-01-31,0.23212,0.044116975734053154,0.13354574206866487,0.3303510471443533,-0.10889987657201894,36,11200.0,0.5,成本支撑
2020-02-03,2025-03-31,0.017333,0.003338879560748298,0.21947023155511097,0.015213359630095779,-0.1372899862127327,12,4512.0,0.4878048780487805,真实需求
2020-05-06,2024-12-31,0.03789,0.008022347178162859,0.09718947607260821,0.08254337303114519,-0.021829800169043012,10,4960.0,0.5145631067961165,近远月强弱
2020-09-01,2025-01-27,0.203036,0.04285420534348772,0.17729516950841906,0.24171107121704596,-0.07310166619866287,10,3584.0,0.5247524752475248,远期供给
